username,bintang,review
riskalvionika,5,Barang sudah sampai dengan selamat.. Semoga awet yaaa.....
fadilahkurniawan52,5,kualitas produk baik pengirimban agak lama produk original
mtausenjailani89,5,Barang sudah sampai dan barang bagus. Oke banget dech😊👍👍👍👍
i*****y,5,"Terima kasih banyak barangdatang dengan cepat, semoga awet"
fulan92,5,"esuai pesanan paking rapi, semua oke... Terima kasih....."
fitri151299,5,"Penjual ramahhhh dan sabarrr, pengiriman agakk lamaaaaa. Kurirr ramahhh. Makasih"
i*****s,4,"Bismillah semoga awet dan ngga cepet boros, karna dulu pernah beli dan itu boros banget☹️"
noviwuland19,5,"Bagus, warna nya cantik, tidak terlalu berat.. semoga awet.."
rsintaayu,5,Blm dicoba siiiii. Mudah2an baguus. Gak kurang apapunnnnn
muhlis35,5,Kualitas bagus sesuai gambar semoga awet pengiriman cepat
s*****3,5,"cepet banget dikirimnyaa, baru dipake sehari semoga awet🥰"
bariekuk,5,"Terimakasih, pelayanan baik, barang original, semoga awet"
z*****a,5,Teriimaaaassssiiiihhhhhhhh kualitas bagus... semoga awet.
zalfaanabiila,5,"Sejauh ini dicoba bagus, semoga awet. Makasih seller🙆🏻‍♀️"
nurwinda16,5,Alhamdulillah. Sangat memuaskan.  Maaaaaaaaassannnnnnnnnnnnnnnnnnnnnntttttttttttttaaaaaaaappppppo
windyahadisaputro,5,"Pengiriman cepat, barang ori, semoga tahan lama. Thanks seller!"
aleestoree.id,5,terimakasih ka paketnya sudah sampai. semoga awettttttttttt
ahmadsusanti,5,top ory exsklusif bngt  😍mf gk smpt fto brng dh lngsng dibawa
k*****s,4,Warna hijau nya bagus. Semoga awet. Barang n harga oke. Pengiriman cepat.
e*****m,5,"cukup puass, pengiriman juga cukup baguss, terimakasihh."
t*****i,5,Barang bagus dan murah.... Pengiriman juga cepaattt.....
meilinalely,5,Terimakasih kka udah sampe paketannya semoga awet.......
widayanti98,5,"Bagus, cepat sampai, semoga awet, syukaaaaaaaaaaaaaaaaaa"
saladarsylla21,5,"produk bagus diterima dengan baik, semoga bermanfaat"
lehasiti7,4,"Bagus suka. Pkoknya murah lagi pas dapet diskon.. 
Sering2 diskon ajah ya hehe"
i*****u,5,terbaikkkk packnya jga bagus intinya wahhhh manteb thank youu
srinataliags,5,"Model oke lumayan berat,,  mudah2 sih awet lama ya,,  lagi coba pake sih"
a*****h,5,Bagussssss....  Lucuu...  Amannnnnnn sukaaaaaaaaaaaaa..
y*****a,5,"Pengirimannya standar, kualitas produk baik.. Maaciww.."
emy1985,5,Barangnya sudah sampai semoga awet ya dan sukses selalu
lizaakriztiina,5,Brang sesuai pesanan .. dan ori mksi ya next order lagi
titaferqi,5,Barang baru datang blm di coba tapi bagus power bank ya
c*****_,5,Bagusssss gaiiiissssssss worth ittttttttttt bangetttttt
nrlfauziyyah,4,Lumayan awet batrenya sejauh ini cupuk worthit lah dengan harganya
rossi4bid,5,"Semoga awet
Semoga bisa berlangganan
Warnanya agak beda dengan gambar but it’s okay "
u*****a,5,"Barang sudah sampai kemaren... Suka banget.. murah lagi,🥰 nanti belanja disini lagi kalau tau harganya murah"
ardhina_96art,5,"Bagus, warnanya elegan sekali. Teman saya suka. Tidak ada yang protes. Cuma mau foto kok eh malas sekali. Sudah dipakai hampir seminggu btu dinilai. Cocok dibawa travel."
n*****r,5,"Pengiriman cepat, pengemasan baik, barang bagus......... "
haslindagea,5,"OMG Bagus banget barangnya 😍😍❤, datangnya lebih awal dri estimasi. Packaging nya bagus banget pke buble wrap dan amsih tersegel, puas skli brlanja di sini👍👍👍👍"
febriyanii28,5,"Barang nya bagus, pengiriman nya juga cepet, terimakasih."
,5,Pengemasaann dan pengirimannn cepett bangettt... buat yang mau pesann recommendedd
b*****3,5,"Kualitas produk baik,original,,hrga produk bersaing,,,"
nannaf2895,5,"Barangnya bagus dan sesuai, mantap...................."
t*****t,5,"Puas banget sama barangnya, semuanya lengkap, cepet banget sampenya, puas banget belanja di official store"
n*****2,5,"powerbank bagus, charge hp menjadi lebih capat, harga terjangkau"
n*****_,5,produk sudah diterima tanpa cacat dan bisa digunakan yeyy terimakasih
a*****m,5,"Keren Banget Sesuai Pesanan,Sukses Terus Juragan 👍👍"
myrnalubis,5,Packaging aaamaaaannnn terimakasih banyaaakkkkkkkkkkk
subhanudin4417,5,"Mantap... 
Pengiriman cepat.
 Barang oke banget
Semoga awet"
youaremyriana888,5,Oke sippppppppppppppppppppppppppppppppppppppppppppppp
silaponsel,5,Barang bagussssssssssssssssssssssssssssssssssssssssss
agilariwibowo,5,Bagus...recommended...packing bagus masih tersegel dg baik...
adheranovpoetraciiamiss,5,"Cepet bgt sampe, barang ajiiibb bgt
Cpt buat ngecas hp, kaya qc"
e*****a,4,"Pengiriman tepat waktu, barang bagus, semoga tahan lama, thank you"
f*****7,5,"produkkk originalll, pengemasann produkkk agak lamaaaAA"
liharmamanik05,5,Barang sudah sampai......................  Moga awet
cintyamsa,5,"kondisi barang bagus, masih tersegel, harga produk sangat baik "
eriskaeqy,5,Terimakasih kak cepet banget sesuai ekspektasi makasih banyak
s*****3,5,"Bagusss baguss, semogaaa awettt!!!mantulll.mendarat denga aman paketnya."
redima,5,"Sejauh ini bagus sih, ga tau tahan brapa lama yakkk"
deaarizazahra,5,syukaaa banget sama pb nha makasih semoga selalu begini terua ya
mnonie0609,5,"Barang datang sesuai pesanan. Produk bagus harga terjangkau semoga awet, siap dipakai untuk traveling "
a*****7,5,Bbbbbbbbbbbbbaaaaaaaaaaaaagggggggggguuuuuuuussssss
bellapradnyaswari,5,Mantappp 10000mah dapet harga segini. Ini pertama kalinya beli power bank
a*****6,5,"Sejauh masa pemakaian, baik2 saja.
Power bank berfungsi dgn baik 
Maksimum bisa dipakai selama 2 hari tanpa charging (ini sesuai pemakaian powerbank)
"
kp.store123,5,"Semoga awet, terimakasih seller......................."
m*****a,5,"Body nya licin, khawatir gampang ke gores. Semoga aja awet"
r*****_,5,"udah nyampe paket nya, belum aku coba tapi semoga awet sesuai pesanan, terimakasih "
f*****n,1,Barangnya lumayan oke tapi pengiriman super lama jadi ngasih kecewa aja
y*****y,5,"Barang sampai dengan selamat, sesuai dengan pesanan dan semoga awet"
camarls,5,"Makasih barang sudah sampai dengan selamat...
..........."
f*****h,5,"Gk diragukan LAGIII beli disini, lumayan dapat harga promooooo"
w*****9,5,Kualitas produk baik produk original harga sangat trrjangkau
wisnuwijaya10,5,Joss barang nya bagus pengiriman cepat awet pokok ny gk nyesel deh beli di sini
k*****h,4,Sudah diterima semoga berfungsi dengan baik belom dicoba
g*****_,5,Bagus. Pengiriman cepat. Semoga awett yaaa amiin jajahhbdu
vrhmn,5,"Produk original
Kualitas produk sangat baik
Harga produk sangat baik
"
a*****e,5,"Pengiriman cepat, barang bagus ori, packing aman, semoga aweetttttttt.......... "
fristyadebby,5,AMANNNNN🥰🥰🥰 BAGUS GA ADA YG LECET SEDIKITPUN... TERIMAKASIHHH❤️❤️❤️❤️
hestiprastyani990,4,"Bagus-bagus bagus 
Bagus 
Bagus 
Bagusbagus
Semoga awet "
p*****_,5,bagussssssssssssssssssssssssssssssssssssssssssssss
monicalmarias25,5,"Pengiriman standar, kemasan hanya dibungkus plastik, tapi gpp yg penting barang aman, semoga barangnya awet.. Terima kasih seller"
a*****n,5,Alhamdulillah barang dah sampai udh saya coba dan semoga awet aja
dsyanggra,4,"Kece banget sesuai pesanan, smg powerbanknya awet makasih min"
galuhistiqamah,5,"Paketnya sudah datang,.semoga awet..................."
n*****s,4,Terima kasih barang ok pengiriman lumayan lahhhhhhhh....
f*****1,5,"Pengiriman cukup cepat
Kualitas produk baik dan original
Warna lebih gelap dan agak berbeda dari foto"
f*****1,3,"Respon penjual cepat, tapi packing lama dan sampainya juga lama, padahal saya lagi butuh cepat.. "
w*****2,5,"Kualitas produk baik,bagus
Respon penjual baik, dan cepat
Mantapppppp
Harganya murah, tapi ga murahan"
roismukhlisin,5,Nanmakakkajakakakkakakakakkakajnajajajajajajwjjajqkw
p*****4,5,Kereeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeennnnnnnn
emailsaya30,5,"Alhamdulliah Barang sampe dengan selamat, warnanya cuannntiiiikkkk kaliiii.
"
i*****_,4,Bagus kualitas nya semoga dipertahankan dan ditingkatkan
o*****g,5,"Barang sampai dengan selamat😍 pengemasan rapi dan aman, semoga berfungsi dan awet😍"
u*****z,5,"Barang bagus banget, pengemasan juga rapi. Ga usah di raguin lagi. Meski pengemasan rada telat gara"" 12.12 tp diluar itu semua okeee. Syukak sekaleee"
luqman_077,5,"Sangat bagus 

Semoga awet😀😀😀
Kecepatan pengirimannya pun sangat cepat"
vany766hi,5,"Mantap!
USB C dan Micro yang multifungsi sesuai kebutuhan
Trims"
ns151219,5,Cepet bangen sampenya. Thank you ya... produk okeeeeee  :).
i*****r,4,"Powerbanknya ori, sudah dicoba beberapa kali cas, tetapi ada sedikit goresan"
nanda220590,5,Terima kasih.. barang sudah saya terima lengkap. Next aq order lagi
wahyuputrawayan,5,"Pengiriman nya cepet banget, 3 hari langsung nyampe, kapasitas nya belum tau sih sesuai atau tidak, belum dicoba soalnya"
n*****a,5,"Produknya bagus,,,semoga awet pengisiannya,,,fhhvhjjjv"
rhm78,5,Hmm 2hr sampai loh iniiii... pas co lg gk diskon tp trnyata ada voucher dr toko nya ini mayan lah... btw adain diskon kalii min..................................
sinta.novianty,4,Pengiriman lumayan cepat dan semoga awet yaaaaaaaaaaaaaaa
shantychanychan,5,Barang sudah diterima dan berfungsi...smg awettttttt... trimakasihhh kaaaaaa
h*****9,5,"Mantap,paketan safety,bisa digunakan dengan baik powerbanknya"
m66ux1r7gk,5,Alhamdulillah Ampe jg.. wlwpun sbnrnya lama bgt ini pesen nya.. dr HR Sabtu kalo gak salah.. tp overall oke lahh... Bagus.. cmn pengemasan kurang ya TDK di lakban full hanya sdkt...
zahratulzahraeni,5,"Pengiriman super cepat, packing aman, kualitas barang oke, bagus"
rizkyfd29,5,Cshshahvzvavvababhahahajahhsgsgsggsgsgshshshhshshsh gatau y kalo claim garansi gmnaaa
dinda_izzarin,5,Jajsbbxvxgxgdysyusuwiwoqoelmemannababavsvgsgdvvdgdg
muhammadhabibali,5,Powerrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr bang
ayuruthstm,5,"Syuka sama model powerbanknya, cakep dan berfungsi dgn baik. Maaciww"
munilll71,5,Pengemasan lama........ Barang original..... Terimakasih gan......
syarif_.22,5,Sanga di depan ka nanti saya ingatkan resto ini ternyata tak hanya itu yang dimilikinya membuat semua mata dan menggunakan meriam air untuk membuat kopi yang dimilikinya membuat semua mata dan menggunakan meriam air untuk membuat kopi yang dimilikinya membuat semua mata dan menggunakan meriam air un
y*****e,4,"Td pas terima produknya kayak bau gosong gtu. Semoga gpp. Masih ngetest produknya. Kalo nnti worth it, saya upgrade bintangnya 5. "
d*****2,5,Bagus bahannya semoga aweet soalnya aku kadang ga awet hehe
mirantirobiatin31,4,"Kualitas okeeeee bangettttttt, cuma emang lebih lama dari peket lainnya yg saya pesan untuk pengiriman dari toko dan kurir, selebihnya puas"
marlina_putri1404,5,"Produk original, kualitas okeeyyy, mkasihhh yaa, semoga awettt..."
f*****a,5,"Barang sesuai dengan harga kualitas juga bagus
Ahh mantap pokoknya"
fajarbangkit99,5,"Barang sampai dengan selamat , barang bagus , top ........."
kariska_store,5,"Barang diterima dengan kondisi yang baik, pengiriman oke, barang berfungsi dengan baik"
nelanofry,5,"Bagus bagus bagus bagus bagus semuaa !!!!!!
Terima kasih gan "
nafsiyahciechewemuanizt,4,"Harga produk ok, kecepatan pengiriman baik, barang diterima dengan keadaan ok, terima kasih"
mutiarabilqisfahika,5,Thank you barang sudah sampai produk ori dan kurir nya cepat cuma pengemasannya 6 hari aga lama ya sist😁
k*****7,4,"Kirain outnya ada 2 ternyata cm 1 ya trs rada berat, but it’s ok harga segitu mah👍🏻"
faniafadilla,5,"Pemesanan kedua kalinya, ngk pernah kecewa. Barang bagus dan sampe dengan cepat "
a*****r,4,"Semoga Aweeeettt... 
Pengiriman nya agak Lamaaaa... 
OverAll Chuchooookkk maruchoookkkk... 
Thank'S yaaaa.... "
kisabilvira,5,"Produk original, belum di coba sih  semoga aja real 10rb dayanya..pelayanan oke.."
l*****l,5,"Alhamdulillah barang nya sudah sampai dengan selamat dan berfungsi pula, semoga awet sampai lama ya🙏"
e*****1,5,mantapuuu jiwaaaa... puasssss banget Alhamdulillah makasih shopee Indonesia
faniafadilla,5,"Barang cepat sampai. 
Sesuai dengan pesanan.
Barang dapat berfungsi dengan baik. "
christina_meylinda,5,Produk sampai dengan selamat dan dalam keadaan baik. Produk sampai lumayan cepat.
t*****a,5,Terima kasih admin barangnya bagus warnanya bagus kualitasnya mantap
f*****4,5,"Pengiriman barang ok,, kualitas barang ok (ori),, barangnya baguss dan berfungsi dengan baik,, terima kasih.."
o*****7,5,"Barangnya bagus...harga lebih murah beli di sini dengan kualitas yang sama. Garansi jg lebih lama daripada yang saya beli di pasaran...
Pengiriman cepat dan packing aman tanpa ada tambahan biaya."
i*****a,5,Bagus ori dan murah. Bakalan langganan nihh. Puas belanja disini.
a*****9,5,Bagus..cepat respon kemasan baik...semoga awet....keren
elvidaalubiss,5,Bagussssssss bangettttttttt berfungsi dengan baikkkk. Walaupun pengemasan h+2 tapi untungnya di kurirnya ceoet sampainyaaa ga nyampe sehari heheeeee. Makasihhh selleerrrrrrrrrrrrrrrrrrrrrrrrrrrr toppppptooppppppropppppptooppppppppppppp.....................................
v*****a,2,"Powerbank-nya bagus, sesuai deskripsi, yang bikin kesel cuma pengirimannya yang molor terus, hampir seminggu baru sampai. Ohh.. Sh0p33 3xpr3ss"
s_arieyanto26,5,Barang sesuai pesanan 'varian green' produk original👍👍👍👍
merlynurkholifah670,5,Terima kasih kak paket telah sampai ke alamat tujuan dengan selamat. Sellernya baik. Ok. Sekali lagi terima kasih ya😊
eli_yulianti_1212,5,"Baguuuussss bangeettt. Gk nyeseelll, cepet ngisinya jugaa . Mantaapp"
d*****r,5,"Mantapp
Dapet harga 110k di flashsale
Pb nya berfungsi dengan baik
15 menit nambah 10%
Ngecharge nya terisi full selama +- 5 jam
Warna nya jg cantik bangett"
a*****2,5,"Barangnya sudah sampai dengan selamat, barangnya ori jugaa, sukaaa deh pokonya"
14jjuni1998bangkelang,5,"Produknya bagus, pengirimnya juga super duper cepat. Hanya beberapa hari saja"
b*****8,5,"Barang original sesuai pesanan, pengiriman cepat, semoga berfungsi dengan baik"
dellapiesss,5,"Di packing lumayan lama, kalau butuh cepat harus spare waktu yaaa.. barang pasti ori
Thank "
f*****5,5,terimakasih barang telah di terima pengirimannya lumayan cepat sekali
n*****a,5,"Sumpah bagus banget barangnya sesuai sama foto nya sesuai yang dijual dan yang dikirim . Suka banget banget banget deh gak nyesel belanja di sini . Thankyou seller , bakalan beli lagi disini 💕"
khaerulalfian17,5,"Barang udah sampe, packing aman kualitas bagus, recommended banget"
e*****n,5,"padahal udah malem tapi ttp di anter sama kurirnya, trs kurirnya ramah lagi ga nyesel bgt barangnya original 100%%%%%%%%%"
setio_prayogi,5,"Mendarat dengan sempurna, semoga awet makasih robot "
pesawst,4,produk original sayangnya untuk pengecasan batre 4300 mah cuma 1x + 70 % saja tapi ga apa apa lah dengan harga segitu cukup sesuai
mart_ablak,5,pengiriman cepat mantab mantab mantab mantab mantab mantab mantab
a*****6,5,"Pembelian kedua krn ibu sy butuh powerbank juga dan selama kurang lebih 2 minggu baik2 Dan berfungsi dgn normal 
"
ernapujiwati84,5,"Alhamdulillah paket sdh nyampe,produk blm d coba soal nya buat kado mudah2n produk nya bagus,pengiriman cpt,pengemasan baik,respon penjual baik,terimakasih 🙏"
v*****a,5,"bagus bangeett barangnyaaa, gasabar pengen cobainnn!!<3"
liachollysa,5,"Kecepatan pengiriman sangat cepat, warnanya baguus"
b*****1,5,"Barang ok, pengiriman ok, seller ok. Pengemasan juga ok. Ok semua"
n*****s,5,"Baru sampai sih belum dicoba, baru di cas, semoga bermanfaat👍👍👍"
n*****f,5,"Produk bagussss
Pengemasan agak lama
Cepat sampai karna pilih layanan tercepat
"
k*****6,5,"Alhamdulillah.. sdh sampai dg selamat...
Produk original & baik
Untunge tuku pas Flash sale.. 12.12
Bejo tur lego..."
r*****1,5,"Mantapp barangnya bagus original bgt, dapet pas 11.11 😁"
emmizuaedhon,3,Pengiriman tepat waktu. Mdh2an awet....tp kq ga ada giftnya ya pdhal kn janjinya ada lho...😭
c*****e,5,"Produk datang dengan saanggat baik dan normal, pengiriman cepat"
f*****1,5,"Sangat luar biasa, package sangat rahasia dan juga sangat istimewa. Tidak menyesal deh pesan disini"
sierra_aulia,5,Barang sudah sampai dengan selamat. Realpict!! Tapi untuk warna bagusan hitam kayanya hahaha
riaazizab87,5,"Ringan, tipis ,model cute, pengisian CEPat. Semoga awet , kelemahan mudah tergores"
varajdn,5,makasiih kak barangnya sampai dengan aman selamat sentosa
lina.muliawati71,5,"Trima kasih barang sdh nyampai, warnanya bgs...👍👍👍👍👍👍😍😍😍😍"
nengales,5,Thanks.. paket udah saya terima.. barang aman dan tanpa keluhan.. pelayanan n pengiriman y mantul..
d*****a,4,Produkkk bagusss.... harga terjangkauu..... pengiriman lumayan cepet...
adhonnara,5,"Barang sesuai pesanan, packing rapih, aman, pengiriman cepat"
amisitihamami,5,Ya Ampun bagus banget 😍 makasih banyak barangnya sudah sampai dengan aman
f*****2,5,"Barang sudah sampai, lebih cepat dari estimasi. .lengkap dan bgus, blum pemakaian semoga semua tak ada cacat. . Makasih"
zainulmarom123,4,Sedikit kecewa sih karena karyawannya kurang kompeten. Pesan yg green malah dpet yg putih karena stok kosong. Produk bagus sih originalitas juga. Namun pengiriman jadi lama karena stok kosong. Mungkin nnti bisa ditingkatkan lagi pelayanannya. Tpi barang recomended kok
m*****y,5,Alhamdulillah barang sampai dengan selamat dan kualitas barang sangat baik
aceprohman09876,5,Mrantapss mrantapsssssssss Mrantapss mrantapsssssssss
lady.shopid,4,Hshjsjskskskskskususiisisjsjenenbdhwkwlsjeuwksjjdjj
ranggapc,5,Kualitas baguss sekalii dalemnya lengkap barang ori no tipu
sinur1503,5,Alhamdulillah sampek dan barang sesuai pesanan semoga awet
h*****9,5,"Pengiriman cepat, barangnya bagus saya suka saya suka"
fathanfahrizy,5,"Produk ok,  dan semoga awet krn bru pertama kali pake powerbank... Recomanded!!! "
i*****r,5,"Keren barangnya, bagus desainnya.. semoga awet dehh.. terimakasih seller.. tpi agak lama packingnya"
noviia.siringoringo,5,"Powerbank nya cantikkkk ijo nya manisss. Pengiriman cepat kualitas produk bagusss. 
Thank you"
n*****4,5,"produk bagus banget, designnya simple elegant sesuai yg aku cari, murah+ dapet potongan 10rb.. makasii yaa suka banget cuma pengirimannya aga lama but its oke🤍🤍🤍"
reliwahyudi13,5,"Barang bagus, tidak mengecewakan sesuai ekspektasi. Pengiriman agak lama tapi gpp barang sesuai gambar"
a*****e,5,"Produk bagus, sesuai dengan keinginan saya, top lah"
d*****i,5,"Woahhhh, daebakk. Kalo segi barang sempurna. Terima kasih seller. Sukaaa
Pengirimannya cepat lagi <3"
riaanggr0310,5,"Powerbank nya bagus, pengiriman baik, pengemasan baik cuma agak sedih karena gak ada tulisan jangan dibanting kan takut2 nya nanti dibanting kurir tapi semua aman kok"
