username,bintang,review
m*****n,5,"Kualitas produk bagus, pengirimannya cepat, packing an juga aman. Thank you seller"
p*****s,5,Bagus gitu napa terus nya enteng banget dah asli. Semoga awet yaa hehe . realpct
p*****e,5,"Kualitas produk sangat baik, pengiriman cepat, barangnya bagus, terima kasih yaa"
lupia2011,5,Mantul keren sesuai dengan harga. Brng ori. Top markotop. Suks bngt deh. Mantap.
y*****7,5,Barang sudah sampai diterima sesuai dengan pesanan sesuai dengan gambar seller terima kasih
a*****5,5,Akhirnya sampai juga. Produk sesuai yaaa. Semoga awet hehehehe
o*****y,5,pengirimannya cepat barangnya bagus tidak ada yang rusak makasih
p*****a,5,"Udah dipake berkalikali, bagus dan awet banget, cepet juga ngisinya, sukaaa"
rizkysilalahi2,5,"kerennnnnnnn, semoga awet dan berkualitas kalo dipakaiii"
mnsaifulanwar1999,5,Pada suatu hari saya melihat power bank ini saya sangat tertarik karena ada promo Anjay Anjay Anjay Anjay Anjay Anjay Anjay
d*****e,5,Pesanan seudah datang. Barangnya sesuai. Pengiriman lumayan cepat. Pengemasan standart.
c*****4,5,"Pengiriman cepat, barang nya ori, power Bank berfungsi dengan baik. Terimakasih"
alifvian23,5,"Barang ori, pengiriman cpet bgt dan safety. Semoga awet  lah, makasii seller 😇."
i*****n,5,"Udah di coba, alhamdulillah berfungsi euy ngisinya jg cepet smg awet yhh baguss"
ptsuwardani,5,Bagus bagus bagus harga diskon lebih muraahh next order yg lainn lagiiiiiiii. .
andre_.,5,"ok mantap, barang berfungsi dengan baik, produk original, pengiriman juga cepat"
encepmancuniian,5,Barangnya bagus sekali sangat rekomendasi sekali beli disini tidak mengecewakan
m*****3,5,"Produknya bagus bangettt huhu
Pengiriman cepattt . 
Gak nyesel deh beli di sini"
y*****h,5,sudah diterima langsung dipakek adikmu powerbanknya semoga awet yaa
n*****_,5,"Paket sampai dengan selamat, pengiriman cepat pesan hari sabtu, minggu dikirim. Kondisinya juga baik cuma pengemasannya agak bikin was was sih cuma pakai satu lapis bubble wrap aja tapi gapapa lah, udah dicoba all over baik sih semoga kedepannya juga baik deh. Terimakasih kak:) "
redima,5,"Barang oke, semua datang dengan sesuai pesanan. Packingan rapi, tq seller."
b*****p,5,"Terimakasih barang udah sampe, warnanya bagus banget dan elegan. Mudah²an awet"
a*****e,5,"Produk bagus, barusan dicoba kapasitasnya real, warna hijaunya dof baguss"
destyaard,5,"Produkk beneran bagus, original tentunya. Ada masa garansi lagii. Nicee sih. "
p*****2,5,SUMPAH INI BAGUSSS BANGETTTT WARNANYA JUGA BAGUSSSSS PENGIRIMAN CEPET POLL....
s*****l,5,"Baguss original, berfungsi dg baik. Tapi pd saat mengecas ada suaranya sedikit"
l*****i,5,"Keren bgt, ori shayyyy. Makasih sayyyy salin kali next order disini yaa😍😍😍😍😍😍😍"
m*****c,5,"Baru pertama kali beli produk ini, semoga awet, harga sesuai dengan produk nya"
e*****3,5,"Pengirimannya cepet banget asli, padahal lagi 12.12 tapi cepet banget.. mantap"
okki1901,5,Gghjjjkkbbvgggfffffffdfffffffffrrrrrrrrnjkkkkjkjjjjjjjjjkrdddssssssdtyuiknkkkk
lestari027,4,"Terimakash kaka.. pengiriman lama gpp belum butuh bgt.. baeang oke.. pelayanan ramah.. pesna putih habis, dikasih tau.. thankyou"
h*****o,5,"Barang ok, pengiriman cepet ..packing cukup rapi juga .. lumayan beli pas lagi flash sale jadi agak murah "
n*****a,5,Ternyata aslinya sama kayak digambar. Gak kecewa..
n*****y,5,"Kualitasnya bagus banget, pengantarannya cepat, asli, pokoknya terbaik deh😁😁😁"
n*****n,5,Pengirimannya cepat. Suka banget sama warnanya ijo. Semoga awet hehe 🥰🥰🥰🥰🥰🥰🥰🥰
l*****g,5,"kualitas produk sangat baik, produk original.. sesuai dengan ekspektasi.. "
a*****r,5,"Packing tidak pakai kardus tapi isi tetap aman. Sudah saya coba cas 10 menit di hp ip 7+, naik 5%."
e*****.,5,Barang sudah sampai dengan baik di Merauke. Semoga bermanfaat kedepannya 🙏🏼
r*****h,5,"Semua produk berfungsi dengan baik,dan dapat gratisan pouch miniso, semoga barang original.terimakasih"
titaherawati12345,5,"paket udah sampe,  packing lumayan , Pengiriman juga lumayan 
semoga awet barang nya "
agustinah.arachman17,5,Produk original...kualitas produk sangat baik... harga produk sangat baik...
u*****5,5,"Produk baguss.warnanya lucuuu terimakasihh
Barokallahhh kakk laris maniiss"
v*****r,5,"Alhamdulillah paketnya udah sampai, tidak ada yang cacat udah dicoba semua. Powerbanknya tidak ada yang lecet, baru dicoba semoga beneran 10000mah. Charger dan PB ada garansi semua. thanks seller dan kurir semoga sukses terus 👍👍"
nurilkhasanahdamanik,5,Bsbdbsjakakbxbsjsjkajdbxbxjakalxbxhehdbxnakakbxbxbxakakdbxvv bzkawkfbxbakdbban
d*****i,5,"Harganya murah, barangnya bagus, suka banget pokoknya, ga nyesel beli disini"
moodaily.thirft,5,"Bagussssssssssssss, next order lg timaaaciiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii"
n*****a,5,"bagusss, semoga aja awet. barangnya juga cepat sampaiii👍🏿"
m*****h,4,"PengirimNnya luaaaaaaaaaar biasa lama bangat
Barang sampai tp lamaaaaaaa"
yuliesma.siregar,5,"Original produk... nice seller... thank you, barang sudah sampai 😍🙏"
s*****a,5,Barang bagus harga ya sesuai dengan barang pengiriman cepat sellernya ramah
hilkiadara,5,Okeeeokee mantap berfungsi dengan baik semuanyaa.......
katerinacendana,5,"Kualitas bagus, harga murah, barang original. Semoga awet. Terimakasih seller.. 👍🏾"
dyah_priok,5,"Dpt flash sale lumayan mrh drpd merk yg ternama lainnya, smg awet, tq seller "
e*****2,5,Warna nya bagus dan udah dicoba cas ke isi 4 lampu nya semoga aja awet yaa.. thanks seller
r*****n,5,"Barang udah diterima...
Belum dicoba, semoga awet...
Terimakasih..."
112_ririznazilah,5,oriiii baguuusss bgtttt gangertiii lagiii yuhuuuuu❤️🥰🥰❤️❤️✨✨❤️❤️❤️✨❤️❤️✨❤️🥰
n*****a,5,Sgsviibsbksbobosnosonsnonodnodondondnodnonodondnodondondnodnoondnodondondno
bindahgustiandra,5,"Cepattt sekliiiii, udah full juga baterai nya full garansi semoga awet yaaa"
f*****2,5,Datang dengan rapi dan ada garansi nya juga terbaikk deh robotttt maaksiihh
r*****6,5,Pengiriman cepat kurir ramah. Semoga barangnya awet blm di buka sii... Hehe
y*****m,5,Alhamdulillah sampe dengan slamat dan kualitasnya bagus banget tahan lama😍🥺
gaamanda,5,Jangan ragu deh beli disini kualitas barang nya bener2 cakep.. thanks ya kk
f*****g,5,"Sangat bagus, produk sesuai dengan yang di gambar. 
Produk priginal."
fatinatuzzahro,5,"Mantappp.
Power bank sudah terisi setengah.
Terimakasih, sukses selalu."
l*****a,5,udah sampeeew. bagus bangettt warnanya senada sama hape akuuu. makasihhhhhh semoga awettt
novandra_yosua,5,"Sudah dicoba powerbank nya,dan bisa berfungsi.sampe dgn kondisi aman,terima kasih seller...."
lindayuliananonlinday,5,Alhamdulillah sudah sampai dengan baik mudah mudahan awet haaaaaaa makasih
i*****k,5,"Bagusss bangett, sesuaii sama pesanan.. 
Pengiriman jugaa cepett bangett.. "
hmn13.bb,5,"Produk baik dan pengiriman cepat, 1 hari nyampe. Tapi lama dipengemasan..."
febylesta,5,"Terimakasih seller, barang sudah sampai, semoga awet dan pastinya sesuai.."
ameeamee.id,5,"Pengiriman cepet banget ke surabaya, cuma agak lama di pengemasan, ngisinya cepet dan desainnya juga keren mantaap"
r*****a,5,"Barang sesuai, harga pas sesuai kwalitas , packing aman, pengiriman cepat"
a*****i,5,"Powerbank nya bagus di coba tidak ada kendala, terima kasih seller and shopee"
silvydamalia,5,"Okeee punyaa terimaa kasihh robbot... 
Besok mau dipake nyampeee jg alhamdulillah"
elharies9,5,"Oke barang sampe ori baguslah
Mudah mudahan pake powerbank ini awet dan tahan lama
Terkendala sampa proses pengirimannya aja yg lama"
merialison,5,"Produk ori, kualitas bagus dan pengiriman cepet, tq seller....."
l*****n,5,"alhamdulillah sudah diterima dengan baikk
bagus mudahan awett🤗🤗"
m2secondbrand,5,Barangnya sudah sampe makasih produk original semoga aweet yaa barangnya............👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
r*****a,5,Kualitas produk sangat baik. Harga terjangkau. Kecepatan pengiriman baik
thedearestfriends,5,Senengggģgggggg bangeeettttttt udahhhhhhhh sampaiiiii
a*****p,5,Produk original pengemasan cepat tapi agak lama di jasa pengiriman
ajuss0208,5,"Sudah sampai, barang ori,pengiriman agak lama,tapi jasa anternya cepet jugga ngirimnya thanksss "
a*****i,5,"Sudah sampai baranggggnyaaaaaa, terimakasih yaaaa mudah2an awett hehehehe"
s*****y,5,"Bagus, kualitas oke :D ukurannya sesuai deskripsi, pengiriman jg cepet 👍🏻 "
novaharyani7,5,"Barang sudah sampai sesuai pesanan, pengirimannya juga cepet, terimakasih "
indriyantilestari96,5,"Keren banget oiiii, yaampun awet banget dari pagi di pake belom abis2 juga . "
mayaputy,5,"Barang berfungsi dengan baik, pengiriman cepat sampai penjual fast respon"
n*****a,5,alhamdulillah pengirimannya cepett semoga awett powerbanknya thankkkk uuu
w*****7,5,Terimakasih... Produk telah sampai.. real pict.. harga bersahabat... 👍👍👍👍
e*****d,5,"Mantap...
Pengiriman cepat...
Packing rapih dan barang aman...
Thx kak... "
n*****a,5,"bagus kualitas oke, semoga awet. bentuknya juga elegant seperti di gambar"
mustasyfalkirom,5,Mantab barang sesuai pengiriman cepat barang original mantab deh pokoknya
beautyskinvo9,5,Barangnya original oke bangetttt....  aku sukakk. Mksh adminya jg ramah 🥰
dhiyasekar,5,"Sangat bagus, pengirimannyapun cepet sekaliii, semoga awet yah huhuhu "
ainuntsania,5,"Kualitas produk sangat baik 
Harga terjangkau
Semoga bisa awet 
Terimakasih 😊"
margareth89,5,Mendarat dengan aman sentosa tanpa kendala yang berarti. Semoga awet selamanya
i*****a,5,Pengemasan dan pengiriman sangat cepat. Barang oke. Terimakasih ❤
tinees,5,"Produk sesuai deskripsi, pengiriman cepat, packaging rapi"
g*****a,5,"Suka banget sama produknya 🥰 , pengiriman juga cepat dan aman terimakasih ya kak 💞💞"
russtyyyyy,5,"paketnya sudah sampai,terimakasih,ini yg ke 2 kalinya order di sini,semoga awet yah dan semoga pelanggan saya suka"
elfaamrita,5,Pengiriman cepat... Pengemasan baik... Pesenan orang jadi g di coba...
d*****m,5,"Produk original, ringan dan mudah dibawa barang juga sangat cepat sampai"
widiaervina53,5,"Sudah di coba dan hasilnya bgs semoga awet 
Terimakasih kak 
Sangat puas"
selvianarikakarlina,5,Pengiriman ceeeeepppet banget. Packingnya rapii dan amaaaan. Barang good
y*****a,5,produk original harga produk sngt baik kecepatan pengiriman  sangat baik
s*****_,5,Sangattt sangatttt banguuus dannn murah bangettttt♥️😭🥳 TERIMAKASIHHHHHHH
c*****a,5,________________________________________________________________________
mayaaaaaaa24,5,"Alhamdulillah pakettku sudahhh sampaii, semoga awettt heheh makasih kak, "
a*****s,5,"Sumpahh pengirimannya cepet bgt, harganya juga murah kualitasnya baguss."
dlisha2166,5,"Mendarat selamat barang realpict, semoga awet, walaupun pengiriman lama,"
p*****n,5,"Brg sdh digunakan tdk sempat foto
Kualitas oke
Semoga awet
Packingan oke"
q*****e,5,Bagussss bgtttt... Realpicttt. Makasihhhhhhhhhh. Dpt hrga promo jugaaaaa
widiflorist03,5,"Produk Dangan baik
Pengemasan aman
Cepat
Terimakasih....."
s*****n,5,Terimakasih banyakk barang sampe dengan amann..............
riekids27,5,"Suka bgt sama power bank nya...
Warna nya hiju..
Packing rapih........"
jual_buku_bimbel_second,5,"baguus bangeet barangnya, pengirimannya juga cepet, packagingnya aman, mantaap bangeet deh pokoknyaa😍 thanks😊"
arwahyu82,5,"Produk original , pengiriman cepat , semoga awet , terima kasih"
p*****t,5,"Barang sudah sampai, bagusss semoga awet lama🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻"
s*****p,4,"agak beda sih warna aslinya sama yang displaynya. yg asli ky metallic, realitanya kek plastik. tapi gapapa tetep bisa digunakan sebagai mana fungsinya kok"
r*****s,5,"Kualiatass produk sangat baikk, harga produk baik, produk proginall"
a*****i,5,"bagus banget, awet, ngga berat, pengiriman cepat, terima kasih seller"
valentinedinar,5,"Kereeen.. 
Penjual ramah
Pengiriman cepat.. 
Semoga awet.... 
Makasih ya... "
a*****i,5,"Barang sudah sampai, pengiriman cepat, barang sesuai,,,mudah2an bermanfat awet"
hanaismi1010,5,"Pengemasan 2 hari, exited banget lucu warna nya semoga awettt"
t*****a,5,Barang bagus packing bagus pengiriman cepat kurir ramah ngak nyangka warnanya sebagus itu semoga berfungsi dengan baik
theroyal_olshop,5,Wahhhhhh asli robot . tks...... Mksh you smoga awet . amin amin. Amin...
pitonggam,5,"Bagus, original, pengiriman cepat, dapat harga 116rb flash sale."
gino2205,5,Barang pesenan saya sudah saya terima pengirimannya juga lumayan
m*****7,5,Barang sudah diTerima dengan baik.. Terimakasihhhhhhhhhhhhhhhhhhjjjjj
c*****0,5,Barang selalu bagus dan memuaskan pengemasan cepat pengiriman lumayan🥰
yasminazahrafirdausi,5,"Kualitas produk sangat baik, produk original, harga produk sangat baik"
s*****0,5,"Pengiriman cepat 2 hari sampe, tim gercep diskon shopee, makasih robot"
a*****a,5,Thankyouuuuuuuuuuuu 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻 sudah sampek dan sudah saya pakek 😊
yuanarisca,5,"Alhamdulillah, barang nya bagus, ori, dan berfungsi dengan baik. Terima kasih saller..."
farisa_rizki,5,"Warnanya bagus, ijonya gelap. Besarnya juga pas ditas yg kecil🖤🖤"
viccasinuhajii,5,"Terima kasih kk paketnya sudah sampai...
Kualitas baik semoga awet"
yudifebriardi,5,"Produk original, sangat memuaskan pengiriman juga cepattt. Semoga awet"
lisagita10,5,"Terima kasih barang sudah sampai dengan baik 👍
Packing juga baik, semoga barang juga dapat berfungsi dengan baik ☺"
dedi175,5,"Desain bagus, unik, mewah dan ringan dibawa, mudah2an awet dipakai🔥🔥🔥"
haiva57,4,Pengiriman cepatt mudah mudahan power banknya awetttt yaaa
a*****a,5,"bagus, pengirimannya cepat, semoga ga cepet rusak. luvvvvvv❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️"
prasetyasaputra55,4,"Pengiriman ya agak lama, tapi barang bagus gada kendala. BAHAN PLASTIK DOVE SAYA SUKA"
syifa28putri,5,"Kualitas barangnya bagus. Pengiriman cepat, tidak mengecewakan. Keren"
erawati53,5,"Suka bgt, ya walopun lama ngirimnya si tp ttp barang original syukaaa"
n*****n,5,"Paket sampai dengan baik, barang sesuai dengan pesanan, terimakasih.."
rosannasimarmata,5,"Produk bagus, pengiriman cepat dari kurir. Cuma dari tokonya agak lama. "
ahmadyusuf123,5,"sesuai pesanan, semoga awet dan bisa di gunakan dengan baik untuk fungsinya"
y*****o,5,Mantep pisaaaan syuka deeh pokokmen recommended seller buangeeeeettttt
chicankz,5,Produk Baik. Kualitas Baik. Harga Bersahabat. Terima kasih banyak...
felicianadiaputri,5,"baguss, ringan juga powerbanknya🥰🥰🥰, pengirimannya cepet, pengemasannya juga lumayan aman, warnanya juga cantikk😍"
alimudinendin,5,"Sip mantap, barang mendarat dg aman berfungsi dg baik "
k*****a,5,"Kualitas produk baik... 
Harga sesuai... 
Pengiriman sangat cepat... "
,5,"barang ori,,, moga awet, goooooood................................"
l*****h,5,"Powerbanknya berfungsi dengan baik, warna sesuai hijau

Top markotop"
sartika215,5,"Respon penjual baik....
Pengemasan produk rapih.... harga terjangkau"
amayah97,5,Pengiriman nya lama sih. Tapi barng barang ok semua aku syukaaaaaaaa
alingsophia89,5,sesuai pesanan pengemasan sangat rapi terima kasih seller dan shopee.
s*****8,5,Bagus banget sesuai tapi ternyata dapet kabel nya yg USB bukan yg type C :(
175absi,4,harga kualitas packing pengiriman produk baik... smoga berfungsi baik juga..
sends1,5,"Barang landinh dengan selamat, no minus. Kalau mau pesan chat dlu, biar ga lama pengirimannya."
m*****i,5,Warna nya bagus gak terlalu berat kalo dibawa kmana mana oke
s*****a,5,"packagingnya aman,pengiriman cepet, barangnya berfungsi dengan baik"
f*****3,5,"Sesuai pesanan, produk original, semuanya normal dan berfungsi dgn baik semoga awet... "
m*****t,5,Kualitas produk baik. Harga produk baik. Kecepatan pengiriman baik.
l*****4,5,"Pengiriman sangat baik, harga produk sangat baik, produk original, thnks"
a.rezkiamalia95,5,Produk sudah sampai terima kasih. Belum di coba sih semoga awet.
nayla_ilm,5,Original... Kemasan rapi.. desain bagus.. warna cantik..
r*****7,4,"Hmm smoga awet yaa, untuk pengemadan mnurutku kurang safety krena cma pke buble wrap putih itu aja, ga tebel lgi, mngkin saran bsok2 bisa pke kerdus. "
c*****e,5,Produk di terima dalam keadaan baik. Tidak ada kerusakan. Makasih.
yusniahdyni,5,"Produk original, pengiriman pas banget, sesuai request. Thanks seller 👌"
l*****2,5,"Barang ori,berfungsi dengan baik packing aman powerbanknya lucu 🙂"
d*****a,5,"Terimakasih barang sudah sampai 
Produk original 
Semoga aweett ❣️"
s*****a,5,"Kualitas produk sangat baik, pengemasan rapi dan aman, terimakasih"
je.jeee,5,"Mantaaapp barang nya bagus, cepet sampe nya jugaa! 
Semoga aweeet! "
d*****f,5,Alhamdulillah pengiriman aman. Barang aman. Mudah mudahan aweettt
b*****n,5,"Produk original
Pengiriman cepat
Thank you seller
Sukses selalu ❤️"
d*****0,5,"Pengiriman cepat, packing rapi, barangnya bagus, terimaksih banyak"
isnirifkaardika,5,"Barang bagus, pengiriman cepat sekali, sering belanja di toko ini."
siti_hadijah01,5,"Kece hijaunya....berfungssi baik
Pengiriman cepat...mudah2an aweeet yaa"
uliyamardhiyanti,5,"Kualitas produk ok, packing rapi, pengiriman cepat, gak ada yang lecet"
holeyantidika,5,"Pesenan datang cepat, packing rapi semoga awet dan berfungsi dengan baik"
nida_nasibah,5,Barang sudah diterima semoga awet dan berguna Aamiin pengirimannya cepat
edafenfen,5,Pengiriman cepat. Warna hijau keren. Harga murah. Semoga awet
f*****a,4,Alhamdulillahh terimaksihh semogaa awett nihhh dann bergungsi dengann baik
p*****8,5,"Maaf... ndak sempet fotoin barangnya... karena buat kado, mudah2an aweettt"
vicndnii,5,"Warna cantik bgt.. dtngnya aman.. semoga awet deh, makasii seller"
okysupriady,5,"Kualitas baik, original, respon good.
Kualitas baik, original, respon good.
Kualitas baik, original, respon good.
Kualitas baik, original, respon good."
indriyani.wibi,5,"Alhamdulillah sampe tanpa cacat, gangerti warna ijo nya cantik banget inimah, udh dicobain dan berfungsi dgn baik, semoga awet"
i*****7,5,"Beli pas flash sale, barang bagus lanhsung do coba dong 🔝🔝🔝🔝🔝🔝🔝🔝🔝"
y*****i,5,"bagusssssss awettt jugaaaaa lumayan
semoga aweeet terus makasihhh"
kartikahandayani24,5,Baaaaaaaaaaaaaaaaaaggggggggggguuuuuuuuuuuuuuuuussssssssssssssssss
i*****_,5,sangatt bagoss ga ada yg cacattt manjiwwww bisa dipake aww seneng
fransiscabrigitania,5,"Packagingnya aman, pengiriman cepat, barang original, suka banget deh pokoknya, thank you seller❤️❤️❤️"
a*****_,5,"Kualitas produk baik, harga produk baik. Kecepatan pengiriman standar"
a*****a,5,"Bismillah semoga awet yah ka aamiin 
Alhamdulillah udah sampee"
e*****t,4,"Barang oke, pengiriman juga cepet, packaging smua aman. Semiga tahan lama"
s*****_,5,"Pengemasannya lumayan lama, tapi gpp lah
Barang ori
Packing aman"
husnulmubarak16,5,Pengiriman cepat dan rapi saya sangat senang dengan produk nya sesuai dengan di gambar dan keren
septi_ana4,5,Baguss muraahh packing rapi pengiriman cepet terima kasih seller
yanuarstore,5,"Berfungsi dengan baik, fast charging, kualitas oke, keren mantap"
afifatul_,5,"Bagus, powerbanknya berfungsi dengan baik, Pengemasannya standar"
nayla_ilm,5,"Baguss bangattttt
Puas sekali
Dapat hadiah tas juga makasih yaaa
"
masytha96,5,Udah dicoba semua dan berfungsi dengan baik. Terimakasih seller👍
jubaidilahagistra,5,Paket mendarat dengan selamat barangnya juga sesuai keinginan...
c*****_,5,"Sumpahh suka bangett sama ini powebank, desainnya bagus bangett, bahannya juga tebal dan kokoh krn dilapisin sm plastik diluar besi didalam. Harganya juga affordable banget! Love deh 🥰🥰🥰"
n*****_,5,"Terimakasih barang sudah diterima dengan aman, semoga awet. Thanks seller"
megafauziya,5,"Produk mulus, oke banget, pengiriman cepat, bisa jd langganan nanti nya"
brilianprakoso,5,Mendarat dg cepat semoga awet ORI harga lumayan ok  makasih seller
shellapriana_,5,Powebanknya bagus bgtbgt apalagi warnanya hijau gitu gemessss🥰🥰
waodeanggunsari,5,"Terima kasih.pesanan sudah dterima..
Asli memang ada barcodenya"
212oneng,5,"Iyessss alhamdulillah sampai juga warnanya cakep banget deh,,  "
bledinagentini110491__,5,"Powerbank diterima dengan kondisi yang baik, mudah digunakan "
nurul_khair99,5,Mzmsmsjsjjsjsjsjsjsjsjsjshshsjsjsjshsjshshshshshhshshshshshhshs
esteradelinasihotang,5,"Kualitas produk baik,harga terjangkau,kecepatan pengiriman baik"
ramadazz,5,"Makasih gan... 
Orderan pawer bank saya udah sampe kemarin sore"
r*****2,5,Goooooooooooooooooooooooooooooooooooooooooooooooooooooooooooood
r*****a,5,Barang ori.. pengemasan standart.. packing aman.. thanks seller
megaratnasari,5,Makasih ya kak barangnya cepet banget sampainya dan harga murah
anastiachen,5,"Packing rapih, pengiriman cepat , pesenan sesuai rekomen seller"
v*****i,5,"kualitas produk sangat baik, produk original, harga produk baik"
a*****1,5,"Packing rapi, pengiriman cepat, barang sesuai pesanan, mantap.. "
nisa.nca,5,"Barang sesuai gambar , dan bener real capacity . Mantap . . . . "
mpitbhey08,5,"pengiriman cepat, semoga baguss deh blm di coba sih"
hasanah.alamsyah,5,"Real ori barangnya..
Harga terjangkau bgt..
Makasih kaa"
s*****3,5,"Bagusss, pengiriman lumayan lah, semoga awet, thx sellerrr"
wennyisr,5,udah sampeee dengan selamat dan lumayan cepet. semoga awettttt
a*****h,5,barang nya cepat sampai...................sesuai dengan gambar.............
t*****1,5,"Barang baguss original, pengiriman sangat cepattt,  dapat harga murah flash sale 10.10... Mantabs gan!!!! "
shebys.crown,5,"Pengemasan aman, barang mulus, harga pas diskon lumayan lah😃, beli di toko ini udah 2x, semoga barangnya awet 😊"
rizkawulandari20,5,"Pengiriman nya baik, untuk kualitas powerbank nya lumayan degan harha segitu, recommend"
automajaspareparts,5,Barang sesuai dengan pesanan.. untungnya ga rusak wkwkw krn ngepack ny tipis bgt.. puaassss deh mamacih
p*****3,5,Barangnya udah sampe semoga awet baru mau dicoba kecepatan pe giriman standar
herdiyansah11,5,Pengiriman cepat barang original semoga awet dan real capacity
d*****1,5,"Pengiriman cepat, packing aman, barangnya bagus, seller ramah."
shazfastore26,5,"Bagus,udaj d coba,harga murah mantul bgt pokonya.thanks seller"
vanessasutopo,5,barang sudah sampai. kualitas nya bagus. dikemas dengan baikkk
gempitagloriakes,5,Gemes banget warnanya ijo dan ukuran lebih kecil. Overall suka
d*****d,5,"Pengiriman cepat dan murah
Penjual ramah
Semoga awet barangnya"
syasyaac,5,"Produk bagus, semoga awet harga terjangkau  pengiriman lumayan "
h*****1,5,Barangnya cepet sampai oke sih oke plastiknya lucu bagushdhhdh
dea.astari,5,Kualitas produk baik. Harga produk baik. Kecepatan pengiriman baik
dederonironaldi,4,Pengiriman lumayannn cepatttt semogaaa awetttttttt pengemasannnn cukup amannnnnnn suksesssss
sithkmtul,5,alhamdulillah bekerja dengan baik bismillah awet terimakasih
n*****2,5,"Asik,da nyampe semoga awet bagus dan berguna bagi saya dan hp saya..makasih ya sayyyyyy.. "
hisyam_93,5,"Barang, original, kualitas sangat baik, pengiriman cukup baik"
ayureta.pw,5,Alhdulillah sudah sampai... bagus barangnya... terimakasih ya
dennoxadb,5,Barang sesuai dengan ekspektasi. Harga termasuk standart
t*****8,5,Barang telah diterima dengan baik semoga aweet terus nih barang.
e*****a,4,"Alhamdulillah barangnya sudah sampai, sesuai dengan yang di foto, makasih"
anastiachen,5,Packing rapih pengiriman cepat pesenan sesuai rekomen seller
a*****a,4,"Bagus ,cepet sampe juga .semoga awet lama yaaaa......... ..   ......"
d*****i,5,"Keren banget powerbank nya, nyesal kalo gak beli, wajib punya, akhirnya punya powerbank yg bagus kualitasnya dengan harga terjangkau. Terima kasih seller"
i*****s,5,"Bagus, warnanya cantik, sukaaaa, kualitas produk sanhat baik"
r*****r,5,"Pengiriman lumayan lah, semoga awet, barang ORI.
Terimakasih."
n*****8,5,Bagus sekali memuaskan terimakasih banyakkkkkk ya kak...
u*****m,5,Paket sudah sampai terjmakasih.. tp bknpunya saya..  titipan
f*****s,5,Barang udah nyampe...sesuai ekspektasi goood laaahh pokoknya
h*****n,5,Barang diterima dengan baik dan sesuai pesanan.. semoga awet
anastiachen,5,Packing rapih pengiriman cepat pesenan sesuai rekomen seller
patmallaerlangga,5,Bagus sekali produknyabeli pas flash sale 11 jadi dpt diskon
k*****8,5,Thanksss seller.. pb nya berfungsi dgn baikkkk............
septaputrii,4,keadaan barang masih oke .. di cas ya nyalaa .. mudah²an awet deh ..
dyanashavira2002,5,Produk original. Pengiriman oke. Semoga awet power bank nya
intavianimartha24,5,Produk sesuai dengan keinginan dan di kirim dengan aman dan baik. Terimakasih semoga selalu amanah
s*****d,5,"Barang sesuai pesanan, pengiriman juga cepat. Thxyu!"
f*****a,5,"Good produk pokoknya,,, pengiriman cepat padahal beli pas 12.12.... Suka-suka... "
dwinandaaulia,5,"Pengemasan bagus sekali,kualitas baik, pengirimannya cepat "
emmasaridaulay,5,"Alhamdulillah paket sudah sampai.. 
Terima kasih........... "
tokobukufirdaus,5,Bagussss. Dapat harga lagi sale juga. Semoga awet yaaa hehe
s*****h,5,"Barangnya bagus, semoga awet,,,, robot da best sihhh selalu"
anggun.46,5,"Sampai tanpa lecet sedikitpun
Makasih Bosque 🥰🥰 semoga awet"
q*****n,5,"Bagus, harga murah, produk sesuai gambar dan pengiriman oke "
tokoonline.0,5,Han!Sbbshsj menanjak mana vs nambah mana Jak annanakksks ja
k*****a,5,"Pengemasan dan pengiriman cepat,  barang sesuai,  harga oke"
juliyanti97,5,"Barang sdh diterima 
Barangnya bagus 
Sesuai dengan gambarr"
s*****1,5,"Powerbank-nya bagus, ringan dan warnanya cakep banget😍😍😍"
riskinurhikmah15,5,"Pengiriman cepat, kualitas produk cukup baik. Harga cukup."
i*****1,5,Kualitas produk sangat baik produk original harga produk sangat baik kecepatan pengiriman sangat baik respon penjual sangat baik
m*****a,4,"Barang sudah sampai, pengiriman bagus, produk blm dicoba, semoga awet"
a*****s,5,"bagus keren, sampai dengan selamat, pengirimina standar, terima kasih seller!!!"
r*****1,5,Terimakasihhhhh barang sudahhhh diterima dengan baikkkk
t*****5,5,Pengiriman cepat dan aman. powerbank fast charging. Thanks
anitabaharrrrr,5,"Sudah diterimaaaaa
dan tidal kecewaaaa
Terima kasihhhhhhh"
azzahraputrilianti,5,"Produk bagus,...harga terjangkau...dan pengiriman cepat..."
gracesianturi,5,"Terimakasih kak, barangnya sudah sampai dengan selamat 😍😍😍"
